firepans	period		native compound (fire + pans), transparent
firstbegotten	period		native compound (first + begotten), transparent, theologically established phrase pattern
firstborn	period		native compound, fully transparent and productive
firstfruit	period		native compound, transparent
firstfruits	period		plural, regular
firstling	period		first + diminutive -ling, productive native suffix
firstlings	period		plural, regular
firstripe	period		native compound (first + ripe), transparent
fish's	period		genitive of native "fish", standard formation
fisher's	period		genitive of native "fisher" (agent noun fish + -er), standard
fishhooks	period		native compound, transparent
fishpools	period		native compound, transparent
fitteth	period		-eth form of native "fit", productive
flag	period		native plant-name noun, plain vocabulary
flags	period		plural of flag, regular
flakes	period		plural of native "flake", plain vocabulary
flanks	period		French loanword "flanc", established, plural regular
flash	period		native noun/verb, plain vocabulary
fleshhooks	period		native compound, transparent
fleshy	period		flesh + -y, productive native adjective suffix
flinty	period		flint + -y, productive
floats	period		plural/verb of native "float", plain vocabulary
floors	period		plural of native "floor", plain vocabulary
flourisheth	period		-eth form of "flourish" (French loan), productive
fluttereth	period		-eth form of native "flutter", productive
foal	period		native animal-name noun, plain vocabulary
foals	period		plural, regular
foameth	period		-eth form of native "foam", productive
foaming	period		-ing form, productive
fool's	period		genitive of native "fool" (French loan by ME), standard formation
foolishness	period		foolish + -ness, productive, cf. widely attested "-ishness" pattern
footsteps	period		native compound, transparent
footstool	period		native compound, transparent
forbearance	period		forbear (native) + -ance, productive Latinate/French nominalizer on native root
forborn	period		native strong past participle of "forbear", regular ablaut pattern
forcing	period		-ing form of "force" (French loan), productive
fords	period		plural of native "ford", plain vocabulary
foreigner	period		"foreign" (French loan) + agent -er, productive
foreknew	period		native compound past tense "fore-" + "knew", productive prefix
foreknow	period		native "fore-" compound, productive
foreordained	period		native "fore-" + "ordained" (French loan), productive prefix pattern
foresaw	period		native "fore-" + "saw", productive prefix
foreseeth	period		-eth form of "foresee", productive
foreskins	period		native compound (fore + skins), transparent
forewarn	period		native "fore-" + "warn", productive prefix
forgavest	period		-est thou-form past tense of native "forgive", productive
forgers	period		"forge" (French loan) + agent -er + plural, productive
forgiveness	period		native "forgive" + -ness, productive
forgivenesses	period		plural of forgiveness, regular though rare
forgiving	period		-ing form of native "forgive", productive
forks	period		plural of native "fork", plain vocabulary
forsomuch	period		archaic conjunction "for so much (as)", attested compounding pattern in EModE legal/religious prose
fortieth	period		ordinal numeral, native -eth suffix, productive
fortify	period		Latinate/French verb, established loan
fortress	period		French loanword "forteresse", established by ME
forty's	suspect	the fortieth / of forty	genitive-apostrophe of a bare cardinal numeral is not a natural EModE construction; no independent ground found; likely a corrupted or mis-parsed form
forum	suspect	judgment hall / market place	no genuine independent attestation; the only apparent Essayes hit is OCR noise ("Viforum", part of a Latin phrase, not the English word); in the period "forum" functioned as a Latin proper place-name for Rome's forum, not yet a naturalized generic English common noun
forwardness	period		forward + -ness, productive
fouled	period		regular past tense of native "foul", plain vocabulary
fouledst	period		-edst thou-form past tense, productive (cf. -est pattern extended to past tense)
fountain	period		French loanword "fontaine", established by ME
fourfooted	period		native compound (four + footed), transparent
fourscore	period		native compound numeral (four + score), well-established EModE counting idiom
foursquare	period		native compound, transparent
fowler	period		native "fowl" + agent -er, productive
fowlers	period		plural, regular
frail	period		French/Latinate loan adjective, established
frameth	period		-eth form of native "frame", productive
frankly	period		"frank" (French loan) + -ly, productive
freckled	period		native compound adjective, transparent
freewill	period		native compound (free + will), transparent, established theological term
freewoman	period		native compound, transparent
fresher	period		comparative of "fresh", regular native adjective inflection
fretteth	period		-eth form of native "fret", productive
fringe	period		French loanword "frenge", established by ME
frowardness	period		"froward" (native, attested ME "fromward") + -ness, productive
frustrate	period		Latinate verb/adjective, established loan
frustrateth	period		-eth form of frustrate, productive
fryingpan	period		native compound, transparent
fugitive	period		Latinate/French loan noun, established
fugitives	period		plural, regular
fuller's	period		genitive of native agent-noun "fuller" (full + -er), standard formation
fulness	period		"full" + -ness, productive (cf. spelling variant "fullness")
furbish	period		French loanword "fourbir", established loan
furbished	period		regular past tense, regular
furrows	period		plural of native "furrow", plain vocabulary
furthered	period		regular past tense of native "further", plain vocabulary
gaddest	period		-est thou-form of native "gad" (to wander), productive verb class
gainsayers	period	(confirmed independently)	confirmed compounding pattern "gainsay/gainsaying" attested in Middle English Reader glossary ("ME. saie(n), seie(n); gainsay ... gainsaying, contradiction"); agent-noun "-er" extension is standard productive formation
garlick	period		native compound (gar + leek), old Anglo-Saxon plant-name compound
garrison	period		French loanword "garison", established by ME
garrisons	period		plural, regular
gazingstock	period		native compound (gazing + stock), transparent, cf. attested pattern "laughingstock"
gendered	period		Latinate/French verb "gender" (to beget), established loan, regular past tense
gendereth	period		-eth form, productive
genealogy	period		Greek/Latin loanword via French, long medieval pedigree
gentleness	period		"gentle" (French loan) + -ness, productive
giants	period		French/Latin loanword "geant", established by ME, plural regular
girl	period		native (or Germanic-cognate) noun of uncertain deep etymology but attested in ME (Chaucer "gerl"), plain vocabulary
girls	period		plural of girl, regular
giveth	period		-eth form of native "give", productive and core verb class
gleanings	period		"glean" (French loan) + -ing + plural, productive
glistering	period		-ing form of native "glister", productive; cf. widely known EModE usage
gloominess	period		"gloomy" + -ness, productive
glorifying	period		-ing form of "glorify" (Latinate), established loan
glorying	period		-ing form of "glory" (French/Latin loan verb), established
goad	period		native noun, plain vocabulary
goatskins	period		native compound, transparent
goblet	period		French loanword "gobelet", established by ME
goddess	period		native "god" + French -esse suffix, established hybrid pattern by ME
godliness	period		native "godly" + -ness, productive
goldsmith's	period		genitive of native compound "goldsmith", standard formation
goldsmiths	period		plural, regular
goodliest	period		superlative of native "goodly", regular adjective inflection
goodliness	period		"goodly" + -ness, productive
gopher	suspect	(retain as transliteration; cannot independently verify)	transliteration of Hebrew term (Gen 6:14 "gopher wood"); as a technical hapax transliteration it cannot be checked against English word-formation or the local period corpora, which show no hit; no independent ground either way
gorgeous	period		French loanword "gorgias", established by ME/EModE
gospel's	period		genitive of native compound "godspell/gospel", standard formation
gourds	period		plural of "gourd" (French/Latin loanword), established by ME
governments	period		"government" (French loan + -ment) + plural, productive
